Gender,Height (inches),Weight (lbs)
Male,62,135
Female,62,120
Female,68,140
Female,68,151
Female,63,135
Male,69,170
Male,67,150
Male,70,157
Male,62,150
Male,69,185
Female,66,-2
Male,66,130
Female,69,155
Female,64,111
Female,66,130
Female,66,160
Male,68,225
Female,64,120
Female,60,100
Female,62,115
Male,67,120
Female,66,155
Male,68,162
Female,60,108
Female,61,115
Male,73,145
Male,71,180
Male,65,156
Male,63,101
Male,66,141
Female,65,207
Female,60,-2
Male,62,145
Female,61,114
Female,61,169
Female,63,140
Female,59,145
Female,62,153
Male,67,150
Male,66,135
Male,62,110
Female,60,95
Female,64,113
Male,70,180
Female,62,135
Male,67,185
Female,58,111
Female,66,115
Male,68,160
Male,67,140
Male,69,145
Female,63,113
Male,73,167
Male,66,152
Male,68,130
Male,61,125
Female,64,135
Male,68,150
Male,69,175
Male,68,230
Female,65,140
Male,70,160
Male,71,156
Male,71,140
Male,77,195
Female,67,130
Female,65,130
Female,65,240
Male,70,143
Female,60,101
Male,68,140
Male,66,180
Male,68,130
Female,63,200
Male,64,110
Male,71,220
Female,66,128
Male,67,145
Male,66,175
Male,72,203
Male,71,175
Male,73,190
Female,66,150
Female,61,125
Male,63,140
Male,65,230
Male,71,250
Female,62,138
Female,62,120
Male,63,120
Female,61,123
Male,74,215
Female,55,115
Male,72,155
Male,64,128
Female,65,117
Female,65,170
Male,69,181
Male,74,210
Male,69,140
Female,61,160
Male,66,130
Male,62,11
Female,67,125
Female,63,107
Male,76,130
Male,70,200
Male,70,180
Female,62,175
Female,62,112
Male,72,188
Male,69,150
Male,72,170
Female,64,131
Male,65,120
Male,67,160
Male,71,135
Male,71,160
Female,62,122
Male,67,130
Female,61,107
Female,62,115
Female,66,175
Female,66,106
Female,66,125
Female,66,140
Female,67,140
Male,68,148
Female,63,127
Female,66,118
Male,69,128
Male,73,225
Female,67,125
Male,64,130
Male,71,155
Female,61,98
Male,66,190
Female,64,145
Female,63,90
Male,69,130
Male,67,120
Female,66,-2
Male,68,140
Female,59,103
Male,66,125
Male,70,140
Female,60,158
Female,60,102
Female,63,113
Female,62,113
Male,67,123
Male,68,185
Male,69,190
Female,66,160
Female,66,132
Male,68,165
Male,66,230
Female,65,220
Female,66,210
Male,65,232
Female,62,125
Male,65,130
Male,63,145
Female,64,170
Male,65,125
Female,62,140
Female,63,125
Female,60,160
Male,68,220
Male,68,145
Female,65,150
Male,68,146
Female,68,175
Male,71,170
Female,67,175
Male,73,240
Female,64,140
Male,72,220
Female,60,100
Female,63,150
Female,67,143
Female,64,143
Female,66,170
Male,71,150
Female,63,115
Male,70,165
Female,67,180
Male,65,143
Female,59,120
Female,62,135
Male,71,200
Female,62,102
Female,58,135
Female,64,116
Male,67,145
Female,58,107
Male,67,310
Male,67,160
Male,69,170
Female,62,98
Male,70,190
Female,66,140
Female,61,102
Male,69,169
Female,60,124
Female,59,110
Male,74,160
Male,71,170
Male,71,190
Female,61,107
Male,67,145
Male,68,195
Male,65,140
Male,73,190
Male,72,195
Male,74,200
Female,63,165
Male,69,135
Female,57,79
Female,61,105
Male,71,130
Female,65,250
Male,68,205
Female,62,141
Male,68,143
Male,71,170
Male,68,225
Male,71,283
Male,69,120
Female,65,125
Male,74,158
Female,68,140
Male,67,166
Female,72,-2
Male,73,158
Male,74,169
Male,72,157
Male,67,150
Female,61,140
Male,66,135
Male,72,215
Male,71,165
Male,71,175
Female,70,190
Female,66,140
Female,65,140
Female,66,134
Female,62,140
Male,66,135
Male,67,132
Male,72,182
Female,64,137
Female,62,115
Female,68,250
Male,75,185
Female,63,107
Male,75,255
Female,66,126
Female,63,150
Female,65,117
Female,62,117
Male,74,250
Female,68,153
Male,67,130
Female,69,165
Female,63,130
Male,67,155
Female,60,129
Female,67,145
Female,62,200
Male,75,185
Male,64,145
Male,72,150
Female,63,170
Female,62,145
Male,62,155
Female,62,122
Female,63,185
Female,65,151
Female,60,130
Female,65,128
Male,65,130
Female,66,135
Female,64,220
Male,64,80
Male,65,120
Male,71,210
Male,72,190
Female,61,135
Female,61,106
Male,71,175
Female,65,125
Female,60,110
Female,59,105
Female,66,110
Female,63,110
Male,65,130
Male,69,167
Male,67,125
Male,69,140
Female,63,-1
Female,65,134
Female,69,270
Female,70,200
Male,70,140
Female,70,192
Female,66,165
Male,71,178
Female,69,155
Male,68,150
Male,67,130
Male,73,162
Male,68,120
Male,73,140
Male,75,245
Female,59,118
Female,69,212
Male,74,165
Female,65,161
Male,71,200
Male,68,175
Female,63,145
Female,65,105
Male,72,180
Male,71,150
Male,69,145
Female,60,125
Male,66,155
Female,60,118
Male,66,155
Female,66,176
Female,68,150
Male,69,182
Male,75,185
Female,66,135
Female,62,120
Female,66,153
Male,67,160
Female,65,145
Male,73,250
Female,66,145
Male,68,163
Male,69,110
Female,60,152
Male,69,160
Female,60,113
Male,69,140
Female,63,123
Female,68,200
Male,69,147
Female,66,136
Female,68,158
Male,67,160
Female,63,110
Female,64,125
Female,62,120
Female,60,110
Male,73,175
Male,66,160
Female,63,105
Female,60,125
Male,72,295
Female,61,145
Male,67,150
Male,69,136
Female,69,130
Male,69,151
Female,64,110
Male,69,145
Male,67,185
Male,75,200
Male,69,180
Female,61,117
Male,64,230
Female,64,130
Female,61,105
Female,63,140
Female,67,180
Male,68,140
Female,64,115
Male,69,140
Male,72,180
Male,66,143
Male,66,180
Male,68,147
Female,63,160
Male,70,180
Female,70,157
Male,71,155
Male,67,130
Female,63,100
Female,64,106
Male,72,180
Female,64,-2
Female,66,141
Female,64,99
Female,67,130
Male,73,180
Female,64,125
Female,62,107
Male,71,165
Female,65,150
Male,70,135
Male,71,135
Female,64,130
Female,63,150
Male,75,180
Female,64,135
Female,59,98
Female,64,270
Male,70,162
Male,69,240
Male,65,215
Male,68,180
Female,68,155
Female,68,178
Female,67,140
Female,60,125
Male,66,120
Female,64,107
Male,64,130
Female,64,150
Female,66,135
Female,71,222
Female,67,117
Male,65,220
Male,69,140
Male,66,142
Female,65,125
Male,67,160
Female,65,120
Female,63,115
Male,73,170
Male,75,175
Male,69,145
Male,71,175
Male,71,169
Female,64,129
Female,60,145
Female,65,127
Male,69,140
Male,71,194
Female,63,165
Female,61,120
Male,67,200
Male,68,150
Male,71,180
Female,58,100
Female,65,200
Male,71,145
Female,66,145
Female,65,103
Female,64,135
Female,64,202
Male,66,140
Male,69,-2
Male,70,175
Male,68,175
Female,65,130
Female,64,125
Male,67,165
Male,64,115
Female,60,135
Female,57,120
Male,66,155
Female,64,127
Female,56,115
Female,61,110
Male,71,180
Female,65,150
Female,62,95
Male,65,105
Female,65,145
Female,62,120
Male,66,120
Female,59,103
Female,66,155
Male,62,125
Female,60,129
Male,71,225
Female,61,180
Male,68,145
Male,69,152
Female,63,115
Female,68,140
Male,72,180
Female,69,170
Male,70,130
Female,65,121
Male,72,200
Male,64,130
Female,60,103
Male,66,166
Male,74,170
Female,62,135
Female,62,116
Male,65,135
Female,62,164
Female,61,205
Female,63,130
Female,60,125
Male,66,148
Female,67,140
Male,69,215
Female,61,110
Male,69,125
Male,71,178
Female,68,135
Female,64,105
Female,58,117
Male,69,160
Male,66,140
Female,59,120
Male,64,230
Female,64,112
Male,67,138
Male,67,146
Male,66,126
Female,64,135
Female,60,115
Female,63,101
Male,70,175
Male,71,185
Male,105,40
Female,64,130
Male,70,260
Male,67,220
Female,64,130
Male,63,155
Male,71,220
Male,60,115
Female,62,108
Female,69,260
Male,67,131
Female,71,135
Female,59,98
Male,73,160
Male,67,220
Male,70,166
Male,69,195
Male,67,145
Female,61,145
Male,71,140
Male,66,135
Male,71,130
Female,62,160
Male,70,210
Female,67,244
Male,67,152
Male,70,165
Female,66,140
Female,65,178
Female,61,100
Male,65,136
Female,58,135
Female,67,125
Male,68,174
Female,63,120
Male,64,130
Male,68,200
Male,72,176
Male,64,130
Male,72,155
Male,69,180
Male,73,170
Male,66,116
Male,68,130
Male,72,200
Male,71,175
Male,71,180
Male,72,175
Female,65,174
Male,69,143
Female,63,107
Female,66,180
Female,66,185
Male,70,180
Male,71,135
Male,71,110
Female,66,154
Female,62,138
Female,67,154
Male,65,116
Male,64,115
Female,71,210
Male,70,130
Female,61,115
Male,74,179
Male,70,197
Male,68,210
Female,64,152
Male,71,210
Female,63,205
Male,66,150
Male,66,160
Female,66,136
Male,65,120
Female,26,130
Male,66,139
Male,69,130
Male,68,150
Male,65,120
Female,67,145
Male,68,145
Female,65,170
Female,62,170
Female,69,-1
Female,68,190
Male,71,165
Male,70,124
Male,64,135
Male,66,110
Female,62,131
Female,64,-2
Female,65,136
Female,63,186
Female,63,160
Female,61,105
Male,70,178
Male,70,145
Male,73,142
Male,74,140
Male,72,165
Male,72,140
Female,67,168
Male,61,130
Male,67,115
Male,65,130
Female,62,140
Female,61,125
Female,66,148
Male,71,180
Female,67,140
Male,72,165
Male,70,180
Female,60,115
Male,71,146
Male,71,140
Female,68,130
Female,69,183
Female,65,145
Female,66,148
Male,66,131
Male,75,175
Female,66,115
Male,72,204
Male,76,240
Male,72,195
Male,74,225
Male,73,273
Female,60,135
Female,63,111
Male,67,165
Male,69,185
Female,63,185
Male,76,175
Male,67,170
Male,65,130
Female,65,135
Male,73,140
Male,72,186
Female,61,97
Male,67,145
Male,62,105
Male,71,170
Female,62,140
Male,68,140
Female,63,95
Male,69,150
Male,64,125
Male,62,115
Male,69,-2
Male,70,195
Female,67,170
Female,66,220
Female,66,110
Female,64,115
Male,66,154
Female,66,120
Female,61,140
Male,69,160
Female,68,144
Female,58,220
Male,69,140
Male,69,150
Male,71,135
Female,63,150
Female,60,168
Female,60,118
Female,65,200
Female,62,125
Male,70,180
Female,66,132
Female,65,170
Male,71,135
Female,61,100
Male,71,180
Female,63,130
Female,66,140
Female,67,145
Male,72,180
Male,72,178
Female,68,125
Male,69,225
Male,68,140
Male,65,162
Female,64,130
Female,66,145
Female,60,135
Male,62,160
Female,62,-2
Male,69,165
Female,64,150
Female,64,153
Female,65,175
Female,62,138
Female,65,120
Male,72,155
Male,67,200
Female,62,115
Male,67,130
Male,65,135
Male,72,165
Male,68,193
Female,65,146
Female,66,130
Male,70,160
Female,64,139
Male,72,220
Male,68,159
Male,69,148
Male,73,170
Male,71,160
Female,65,127
Male,72,200
Male,70,165
Female,63,115
Male,70,155
Female,63,135
Male,66,160
Male,65,160
Female,61,119
Female,60,120
Male,65,125
Female,63,127
Male,65,120
Male,67,144
Female,60,170
Female,63,165
Female,60,127
Female,63,117
Male,67,160
Male,72,160
Male,67,160
Male,68,145
Female,61,-2
Female,62,128
Female,62,120
Male,69,170
Male,71,175
Female,62,127
Male,72,230
Male,68,250
Male,68,156
Male,71,150
Male,58,110
Male,68,140
Female,61,130
Female,60,128
Female,65,140
Female,63,108
Male,68,150
Male,69,143
Male,66,145
Male,69,147
Male,58,130
Male,69,170
Female,68,135
Female,63,145
Female,61,115
Female,60,115
Male,58,150
Female,63,126
Male,67,145
Male,75,190
Female,63,140
Female,64,125
Female,63,145
Female,65,145
Female,64,165
Female,64,145
Female,63,123
Male,62,120
Male,67,135
Female,62,102
Male,62,135
Female,62,180
Male,66,132
Male,64,150
Female,64,115
Male,69,160
Male,71,185
Male,75,175
Female,66,180
Female,66,150
Male,66,135
Female,63,150
Female,65,130
Female,64,175
Female,59,150
Male,67,133
Male,74,155
Female,65,145
Male,73,200
Female,63,105
Female,62,120
Female,64,145
Male,64,123
Male,69,151
Male,70,180
Female,64,120
Male,67,125
Female,66,125
Female,62,115
Female,61,110
Male,70,145
Female,66,137
Female,66,140
Female,68,140
Female,65,170
Male,71,240
Male,70,227
Female,62,180
Male,67,200
Female,64,180
Male,68,210
Female,65,135
Female,64,160
Male,71,153
Male,70,130
Male,65,175
Male,66,145
Female,61,110
Male,74,170
Male,69,150
Female,64,-2
Female,62,115
Male,66,180
Female,64,150
Male,67,160
Male,68,140
Male,67,160
Female,65,123
Male,72,210
Male,69,185
Male,69,160
Male,68,125
Male,71,215
Male,71,165
Male,67,140
Male,68,215
Male,64,200
Female,68,125
Female,66,323
Female,65,113
Female,67,125
Male,66,160
Female,67,145
Female,64,80
Male,66,115
Female,65,150
Male,65,175
Female,60,95
Male,66,150
Female,64,122
Female,68,170
Female,57,132
Male,68,170
Female,63,130
Female,64,135
Female,64,120
Female,58,145
Male,70,155
Male,71,165
Male,74,215
Male,73,200
Female,59,125
Male,68,210
Male,66,135
Female,62,106
Male,66,140
Female,64,130
Male,70,170
Female,61,-2
Male,73,195
Female,65,145
Female,69,133
Female,61,133
Female,65,195
Female,69,211
Female,69,135
Male,70,230
Female,69,150
Female,62,127
Female,67,215
Male,66,150
Female,65,108
Female,64,120
Male,68,240
Female,64,130
Female,66,130
Male,66,138
Female,63,120
Male,68,141
Male,62,130
Male,68,122
Female,61,122
Female,62,110
Female,64,121
Female,68,120
Female,65,127
Female,65,212
Male,67,135
Male,73,230
Male,68,297
Female,63,212
Male,67,190
Female,66,115
Female,67,170
Male,66,125
Male,69,160
Female,65,110
Male,68,160
Female,66,102
Female,62,121
Female,62,140
Female,58,150
Male,72,190
Female,67,150
Male,67,163
Female,64,137
Male,73,212
Male,75,220
Female,69,120
Male,70,155
Female,65,180
Female,68,145
Male,69,155
Female,64,140
Male,71,175
Male,72,140
Female,66,113
Male,72,180
Male,68,120
Male,70,130
Male,72,187
Male,71,142
Male,70,130
Male,75,184
Male,67,180
Female,64,241
Female,67,150
Female,63,160
Female,64,90
Female,60,110
Female,59,88
Female,62,140
Female,63,98
Female,64,130
Female,66,110
Male,66,168
Female,60,103
Male,70,157
Female,68,200
Female,66,135
Female,62,111
Female,68,130
Male,75,185
Male,67,150
Female,65,190
Female,63,160
Male,65,134
Female,64,110
Male,71,140
Female,65,110
Female,64,115
Female,64,150
Male,68,162
Female,63,140
Female,62,150
Male,66,130
Female,60,137
Female,64,-2
Male,72,170
Female,60,98
Female,64,103
Male,72,186
Male,72,210
Male,73,195
Female,68,238
Male,71,136
Male,60,130
Male,69,180
Female,62,204
Male,74,196
Female,64,120
Male,74,170
Female,58,110
Male,67,235
Female,64,270
Male,71,175
Female,58,277
Male,69,160
Female,63,120
Male,66,120
Female,63,152
Female,70,115
Male,66,163
Female,66,110
Male,71,145
Male,67,127
Male,66,138
Male,64,167
Male,63,145
Male,69,125
Male,71,211
Male,72,220
Male,69,160
Male,68,175
Female,65,155
Male,72,150
Female,63,120
Male,66,210
Male,69,152
Female,61,175
Female,67,180
Female,67,165
Female,67,160
Male,76,270
Female,64,115
Female,64,119
Male,71,125
Male,73,240
Female,61,140
Female,63,129
Male,68,141
Female,66,129
Male,68,172
Male,71,157
Female,65,120
Female,60,105
Female,63,140
Male,72,190
Male,68,130
Male,67,175
Male,67,165
Female,67,130
Male,70,150
Male,74,160
Male,69,180
Female,65,110
Female,67,140
Female,63,103
Female,61,110
Male,73,175
Male,71,165
Female,66,121
Male,71,168
Male,72,150
Female,67,150
Male,71,260
Male,70,150
Female,64,110
Male,69,150
Male,73,185
Male,66,120
Male,63,130
Female,65,154
Male,72,160
Female,66,105
Female,61,130
Female,64,138
Female,63,137
Female,69,150
Male,72,150
Female,68,144
Male,68,170
Male,69,165
Male,69,175
Female,65,125
Male,72,177
Female,65,150
Female,64,170
Female,64,120
Male,76,190
Male,69,187
Male,72,160
Male,70,150
Female,61,115
Female,62,143
Male,73,200
Female,62,130
Female,38,120
Female,67,210
Female,62,105
Female,67,129
Male,70,145
Female,69,-2
Male,71,160
Male,67,150
Male,66,180
Male,73,150
Female,67,280
Female,68,260
Female,60,100
Male,68,188
Male,74,220
Female,63,118
Female,65,175
Female,65,168
Male,65,132
Male,68,133
Male,68,229
Male,71,192
Female,60,135
Male,71,167
Male,74,275
Male,64,200
Male,66,150
Female,60,145
Male,70,190
Female,65,159
Female,64,115
Female,65,165
Female,63,117
Female,63,114
Male,70,230
Male,73,140
Female,65,144
Female,68,123
Female,67,230
Male,73,205
Male,68,138
Male,64,165
Female,62,160
Female,67,-1
Female,64,200
Male,64,145
Male,66,150
Male,58,150
Female,61,113
Male,66,132
Male,72,145
Female,66,120
Female,68,129
Female,66,196
Male,69,147
Female,63,198
Male,71,145
Female,62,152
Female,60,135
Male,66,135
Female,65,120
Female,68,120
Female,62,215
Female,63,115
Male,69,145
Female,63,174
Male,69,153
Male,66,150
Male,70,166
Female,65,160
Male,68,240
Female,64,-2
Male,73,150
Female,64,110
Female,66,129
Female,61,105
Female,66,140
Female,64,180
Male,66,125
Male,74,170
Male,72,250
Female,65,151
Female,62,100
Male,67,140
Male,67,155
Male,67,170
Male,70,175
Female,65,170
Female,50,95
Female,66,120
Female,64,130
Male,69,190
Male,74,240
Female,66,130
Female,62,180
Female,66,145
Male,73,200
Male,75,160
Female,60,136
Female,59,150
Male,69,250
Female,61,98
Male,68,210
Male,69,153
Female,64,110
Female,64,179
Female,67,147
Female,63,135
Male,69,170
Female,63,135
Male,72,150
Female,62,120
Male,72,140
Male,65,180
Male,70,145
Male,71,165
Male,67,131
Male,75,190
Male,72,190
Male,69,203
Female,60,117
Female,62,170
Female,68,120
Female,61,-2
Male,65,165
Male,73,162
Male,67,153
Male,68,150
Female,64,170
Female,67,230
Female,60,202
Male,71,188
Female,65,163
Male,68,152
Female,69,120
Male,66,135
Male,69,154
Female,66,180
Female,64,101
Male,66,145
Male,69,151
Female,68,260
Female,61,180
Male,72,146
Male,73,253
Male,66,120
Male,68,140
Female,67,160
Female,60,162
Female,66,128
Female,62,135
Female,64,130
Female,68,158
Female,64,139
Female,66,130
Female,65,132
Male,73,175
Female,66,190
Female,64,126
Female,61,107
Female,61,107
Female,64,285
Female,67,115
Female,66,120
Male,73,150
Male,66,175
Female,66,170
Male,74,163
Male,74,195
Female,66,121
Male,70,150
Male,71,135
Female,64,120
Male,75,175
Male,66,145
Male,72,170
Female,60,160
Male,71,275
Female,65,113
Male,67,157
Male,67,140
Male,63,132
Male,72,195
Female,71,210
Male,66,190
Male,66,120
Male,66,120
Female,64,114
Male,68,140
Male,74,185
Male,66,140
Male,72,165
Female,62,155
Male,75,185
Female,72,190
Male,72,198
Male,66,169
Female,64,110
Female,64,200
Male,67,175
Male,73,264
Female,60,165
Male,69,182
Female,64,125
Female,65,124
Female,69,168
Female,65,180
Female,70,135
Male,71,160
Male,66,145
Male,71,190
Female,68,193
Female,63,115
Male,68,160
Male,65,178
Male,72,145
Female,62,115
Female,65,145
Female,62,104
Female,63,105
Female,71,115
Female,64,145
Female,66,144
Male,72,160
Male,67,140
Female,63,187
Male,69,161
Female,63,130
Female,61,107
Female,64,140
Male,67,135
Female,65,175
Female,69,-2
Female,72,167
Female,71,165
Male,65,150
Male,69,140
Male,72,132
Male,70,163
Female,64,190
Male,73,127
Male,66,132
Female,61,102
Female,63,150
Male,71,147
Male,71,157
Male,68,140
Female,61,100
Female,64,116
Female,65,130
Female,62,115
Female,63,-2
Female,65,165
Female,66,130
Female,65,130
Female,62,110
Female,69,180
Female,71,188
Female,59,125
Female,61,122
Male,69,150
Female,65,145
Male,67,140
Female,63,148
Male,70,289
Male,67,135
Female,65,224
Male,67,146
Female,62,118
Female,60,136
Male,70,145
Male,68,139
Male,70,160
Male,68,140
Female,63,130
Female,70,270
Male,75,220
Female,63,125
Female,62,125
Female,59,96
Female,61,150
Male,64,130
Male,73,186
Male,76,225
Male,68,150
Male,66,210
Male,64,160
Male,60,110
Female,63,115
Male,72,220
Male,74,200
Male,69,200
Male,75,190
Male,68,210
Male,63,120
Male,67,130
Female,64,145
Male,66,135
Male,75,165
Male,64,123
Female,70,186
Male,73,149
Female,61,125
Male,68,185
Male,64,135
Male,72,225
Female,60,135
Female,64,150
Male,69,120
Female,60,105
Male,69,150
Male,66,145
Female,68,115
Female,63,110
Female,68,150
Female,60,115
Male,68,130
Female,57,113
Male,65,140
Male,69,142
Male,64,120
Male,69,170
Female,60,-2
Male,71,170
Male,72,169
Male,74,150
Male,61,115
Male,65,130
Female,65,117
Female,63,100
Female,61,116
Female,63,145
Male,70,175
Female,64,115
Female,66,185
Male,70,174
Female,64,112
Female,63,153
Male,68,210
Male,72,145
Female,63,143
Female,65,116
Female,59,123
Male,73,230
Male,61,205
Male,68,157
Male,67,180
Female,59,105
Female,67,124
Male,68,232
Male,71,190
Male,73,155
Female,62,120
Male,74,185
Female,62,-1
Female,67,-2
Male,71,155
Female,62,117
Male,68,155
Female,64,125
Male,69,273
Female,67,135
Male,72,160
Female,65,180
Male,68,153
Female,63,170
Female,65,175
Male,65,135
Male,73,170
Female,63,120
Female,63,162
Male,68,140
Female,59,100
Male,65,168
Male,72,190
Female,63,124
Female,69,171
Female,69,160
Female,60,200
Female,66,150
Female,63,118
Male,73,155
Male,72,175
Male,66,156
Female,64,140
Female,64,170
Male,72,190
Male,64,148
Male,66,160
Male,65,-2
Female,64,175
Female,62,183
Male,73,200
Female,64,130
Male,70,140
Male,72,140
Male,69,130
Female,64,146
Male,70,155
Female,63,125
Male,71,130
Male,68,140
Female,65,150
Male,70,163
Female,63,120
Female,64,-2
Female,67,120
Male,63,160
Female,64,147
Female,62,110
Male,71,215
Male,71,185
Female,66,135
Male,63,120
Female,67,127
Female,66,210
Male,70,170
Female,66,125
Female,61,124
Male,65,130
Male,66,141
Female,67,155
Female,64,120
Male,69,203
Male,74,263
Male,71,202
Female,62,125
Female,63,150
Male,63,185
Male,70,155
Male,64,135
Female,65,130
Male,71,203
Female,65,160
Male,63,147
Female,67,120
Male,68,160
Female,65,188
Male,67,140
Male,70,210
Male,67,210
Female,66,125
Female,70,110
Female,65,126
Female,61,146
Male,68,165
Male,70,164
Male,65,220
Female,67,157
Female,71,160
Female,67,163
Male,69,175
Female,63,-2
Male,64,146
Male,70,172
Male,72,150
Male,72,165
Male,69,155
Female,68,160
Male,71,155
Male,69,205
Male,68,300
Male,68,171
Female,63,115
Female,61,150
Female,59,145
Male,70,150
Male,71,180
Male,66,170
Female,66,165
Female,63,160
Female,63,130
Female,69,135
Female,67,-2
Female,63,130
Female,64,100
Female,67,175
Male,70,140
Female,62,120
Female,65,116
Male,70,200
Female,67,128
Female,59,100
Male,69,170
Male,69,150
Male,67,140
Female,62,150
Male,73,170
Male,64,145
Female,64,110
Female,61,110
Male,71,175
Male,69,155
Male,68,120
Female,66,130
Female,62,129
Female,65,147
Female,67,119
Female,68,115
Male,66,120
Female,64,125
Female,66,160
Male,68,170
Male,71,150
Female,63,116
Female,65,127
Male,67,140
Female,66,111
Female,66,160
Male,68,130
Female,71,230
Male,73,167
Male,65,150
Female,64,165
Male,73,165
Female,62,105
Female,49,115
Female,66,130
Male,74,129
Male,70,240
Female,60,125
Male,72,140
Male,72,160
Male,73,150
Female,62,125
Male,71,155
Female,67,124
Male,65,171
Female,66,131
Male,65,128
Male,71,163
Female,68,136
Male,77,170
Male,72,148
Male,70,165
Female,66,175
Male,68,120
Male,77,170
Female,67,145
Female,63,110
Female,64,120
Male,68,150
Male,74,320
Male,75,235
Female,57,110
Male,72,175
Male,69,176
Male,69,140
Male,69,170
Female,67,175
Female,62,139
Male,72,175
Male,76,212
Male,78,185
Male,62,125
Female,62,115
Male,69,140
Female,64,130
Male,73,140
Male,76,210
Male,63,120
Male,72,152
Male,67,135
Male,66,127
Female,63,140
Female,63,160
Female,63,124
Female,63,110
Female,72,230
Female,66,190
Male,64,140
Male,65,120
Male,63,100
Female,64,130
Male,61,110
Male,71,210
Male,67,165
Male,71,185
Male,66,230
Male,66,120
Male,68,160
Female,61,141
Female,64,178
Female,69,187
Female,64,183
Female,60,-2
Female,62,122
Female,60,-2
Female,63,130
Female,69,170
Female,62,109
Male,67,135
Male,73,280
Female,62,-2
Male,73,149
Male,72,195
Female,64,119
Female,65,120
Male,66,149
Female,65,190
Female,69,234
Female,63,132
Male,71,170
Female,66,120
Female,64,200
Male,70,140
Male,67,155
Male,70,150
Male,74,160
Female,64,125
Male,69,135
Female,59,108
Male,64,140
Female,61,120
Female,65,120
Female,60,114
Male,64,-2
Male,68,190
Male,72,227
Male,67,150
Female,61,180
Female,65,155
Male,63,115
Female,65,117
Female,69,175
Male,69,180
Male,63,115
Male,64,230
Female,64,115
Male,71,135
Male,65,340
Male,69,190
Male,70,220
Female,63,130
Female,64,125
Male,66,143
Male,76,260
Female,67,120
Male,68,190
Male,69,150
Female,65,185
Male,67,190
Male,71,195
Female,62,100
Male,66,110
Male,66,132
Male,68,140
Female,63,135
Female,65,128
Male,71,190
Female,68,-2
Male,67,140
Male,66,116
Male,66,153
Male,66,148
Female,64,160
Male,64,120
Male,67,125
Female,68,201
Male,72,275
Female,63,115
Male,68,175
Female,61,114
Female,67,155
Female,60,135
Female,64,125
Male,70,150
Female,63,172
Female,59,115
Female,56,60
Female,64,190
Male,68,125
Female,62,125
Female,61,115
Female,70,190
Male,69,125
Male,58,-2
Female,59,167
Male,71,147
Male,66,121
Male,64,167
Female,63,115
Female,64,108
Male,73,125
Female,59,130
Male,69,160
Male,68,137
Male,64,125
Female,61,110
Female,61,128
Female,63,142
Female,61,200
Male,66,128
Male,70,150
Male,67,-2
Male,76,175
Female,58,147
Male,64,240
Male,73,300
Male,66,115
Female,61,125
Male,68,150
Female,69,-2
Male,70,200
Female,63,185
Male,65,150
Female,63,136
Female,62,131
Female,60,105
Female,62,110
Female,63,120
Male,66,125
Female,63,140
Female,66,125
Male,66,145
Female,66,145
Male,70,160
Female,62,180
Female,61,145
Male,72,165
Female,64,130
Female,64,139
Female,66,125
Male,66,185
Female,62,138
Female,63,110
Female,65,273
Female,67,135
Male,63,125
Male,66,184
Male,75,180
Male,72,175
Male,66,230
Female,66,162
Male,67,162
Female,60,118
Male,72,178
Male,63,120
Male,69,155
Female,67,-2
Female,62,126
Female,64,170
Female,59,100
Male,67,130
Male,72,160
Male,67,165
Male,64,-2
Female,69,132
Female,60,145
Female,67,145
Male,69,152
Male,65,160
Female,65,150
Male,70,155
Female,67,165
Female,64,116
Female,64,128
Male,63,151
Male,70,145
Male,73,159
Male,69,136
Female,64,160
Female,68,135
Female,66,140
Female,68,120
Female,66,-2
Female,63,145
Male,64,133
Female,61,108
Male,60,120
Female,63,145
Male,70,155
Male,73,165
Male,71,140
Female,64,-2
Female,62,252
Female,67,350
Male,78,185
Female,56,130
Female,66,135
Female,69,135
Male,68,150
Male,68,170
Female,63,160
Male,71,185
Female,64,165
Male,73,185
Female,65,118
Female,67,216
Female,67,165
Female,72,150
Female,63,150
Female,59,140
Female,60,120
Male,73,-2
Male,66,130
Male,64,180
Female,66,108
Male,70,155
Male,67,115
Female,64,125
Female,62,205
Male,73,230
Female,62,155
Female,63,145
Female,63,147
Male,68,130
Male,72,138
Male,68,145
Male,73,168
Male,72,165
Male,69,130
Male,71,175
Male,64,130
Male,74,182
Female,67,136
Male,73,165
Male,67,170
Female,63,150
Female,62,-2
Female,61,115
Female,64,135
Female,67,180
Male,69,193
Male,72,172
Male,70,160
Male,74,285
Female,64,114
Female,67,160
Male,63,120
Female,68,123
Female,64,95
Female,64,200
Female,64,110
Male,69,160
Female,63,105
Female,62,115
Male,73,186
Female,66,145
Male,73,200
Male,67,130
Female,65,125
Female,67,-2
Female,62,106
Female,60,97
Male,67,155
Male,72,175
Female,60,103
Female,67,120
Male,64,160
Male,68,175
Male,69,138
Male,68,160
Male,72,152
Male,64,105
Female,64,130
Female,61,101
Male,67,140
Female,61,135
Female,69,156
Female,66,135
Male,70,145
Female,64,130
Female,62,117
Female,62,110
Female,64,150
Male,65,130
Female,62,100
Male,67,170
Male,62,200
Female,57,130
Female,63,210
Male,72,175
Male,68,190
Male,69,130
Female,62,146
Female,66,125
Male,74,155
Female,67,128
Female,66,150
Female,71,117
Female,63,146
Male,70,157
Male,70,142
Male,70,170
Female,67,125
Male,72,215
Male,73,175
Female,69,200
